filename,title,level,tactics,techniques,source_folder,original_path
proc_creation_lnx_crontab_removal.yml,Remove Scheduled Cron Task/Job,medium,stealth,,rules,rules/linux/process_creation/proc_creation_lnx_crontab_removal.yml
proc_creation_lnx_clipboard_collection.yml,Clipboard Collection with Xclip Tool,low,collection,T1115,rules,rules/linux/process_creation/proc_creation_lnx_clipboard_collection.yml
proc_creation_lnx_esxcli_vm_discovery.yml,ESXi VM List Discovery Via ESXCLI,medium,"discovery,execution","T1007,T1033,T1059.012",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_vm_discovery.yml
proc_creation_lnx_python_http_server_execution.yml,Python WebServer Execution - Linux,medium,exfiltration,T1048.003,rules,rules/linux/process_creation/proc_creation_lnx_python_http_server_execution.yml
proc_creation_lnx_local_account.yml,Local System Accounts Discovery - Linux,low,discovery,T1087.001,rules,rules/linux/process_creation/proc_creation_lnx_local_account.yml
proc_creation_lnx_awk_shell_spawn.yml,Suspicious Invocation of Shell via AWK - Linux,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_awk_shell_spawn.yml
proc_creation_lnx_python_base64_encoded_execution.yml,Python One-Liners with Base64 Decoding - Linux,high,"execution,stealth","T1027.010,T1059.006",rules,rules/linux/process_creation/proc_creation_lnx_python_base64_encoded_execution.yml
proc_creation_lnx_python_reverse_shell.yml,Python Reverse Shell Execution Via PTY And Socket Modules,high,execution,,rules,rules/linux/process_creation/proc_creation_lnx_python_reverse_shell.yml
proc_creation_lnx_esxcli_syslog_config_change.yml,ESXi Syslog Configuration Change Via ESXCLI,medium,"defense-impairment,execution","T1059.012,T1685,T1690",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_syslog_config_change.yml
proc_creation_lnx_netcat_reverse_shell.yml,Potential Netcat Reverse Shell Execution,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_netcat_reverse_shell.yml
proc_creation_lnx_susp_curl_useragent.yml,Suspicious Curl Change User Agents - Linux,medium,command-and-control,T1071.001,rules,rules/linux/process_creation/proc_creation_lnx_susp_curl_useragent.yml
proc_creation_lnx_cap_setuid.yml,Linux Setuid Capability Set on a Binary via Setcap Utility,low,"persistence,privilege-escalation","T1548,T1554",rules,rules/linux/process_creation/proc_creation_lnx_cap_setuid.yml
proc_creation_lnx_base64_decode.yml,Decode Base64 Encoded Text,low,stealth,T1027,rules,rules/linux/process_creation/proc_creation_lnx_base64_decode.yml
proc_creation_lnx_chmod_targeting_sensitive_directories.yml,Chmod Targeting Sensitive Directories,medium,defense-impairment,T1222.002,rules,rules/linux/process_creation/proc_creation_lnx_chmod_targeting_sensitive_directories.yml
proc_creation_lnx_malware_gobrat_grep_payload_discovery.yml,Potential GobRAT File Discovery Via Grep,high,discovery,T1082,rules,rules/linux/process_creation/proc_creation_lnx_malware_gobrat_grep_payload_discovery.yml
proc_creation_lnx_base64_shebang_cli.yml,Linux Base64 Encoded Shebang In CLI,medium,stealth,T1140,rules,rules/linux/process_creation/proc_creation_lnx_base64_shebang_cli.yml
proc_creation_lnx_susp_pipe_shell.yml,Linux Shell Pipe to Shell,medium,stealth,T1140,rules,rules/linux/process_creation/proc_creation_lnx_susp_pipe_shell.yml
proc_creation_lnx_capsh_shell_invocation.yml,Capsh Shell Invocation - Linux,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_capsh_shell_invocation.yml
proc_creation_lnx_git_shell_execution.yml,Shell Execution via Git - Linux,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_git_shell_execution.yml
proc_creation_lnx_chattr_immutable_removal.yml,Remove Immutable File Attribute,medium,defense-impairment,T1222.002,rules,rules/linux/process_creation/proc_creation_lnx_chattr_immutable_removal.yml
proc_creation_lnx_install_suspicious_packages.yml,Suspicious Package Installed - Linux,medium,defense-impairment,T1553.004,rules,rules/linux/process_creation/proc_creation_lnx_install_suspicious_packages.yml
proc_creation_lnx_bpf_kprob_tracing_enabled.yml,Enable BPF Kprobes Tracing,medium,"execution,stealth",,rules,rules/linux/process_creation/proc_creation_lnx_bpf_kprob_tracing_enabled.yml
proc_creation_lnx_file_and_directory_discovery.yml,File and Directory Discovery - Linux,informational,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_file_and_directory_discovery.yml
proc_creation_lnx_susp_inod_listing.yml,Potential Container Discovery Via Inodes Listing,low,discovery,T1082,rules,rules/linux/process_creation/proc_creation_lnx_susp_inod_listing.yml
proc_creation_lnx_apt_shell_execution.yml,Shell Invocation via Apt - Linux,medium,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_apt_shell_execution.yml
proc_creation_lnx_pnscan_binary_cli_pattern.yml,Pnscan Binary Data Transmission Activity,medium,discovery,T1046,rules,rules/linux/process_creation/proc_creation_lnx_pnscan_binary_cli_pattern.yml
proc_creation_lnx_susp_interactive_bash.yml,Interactive Bash Suspicious Children,medium,"execution,stealth","T1036,T1059.004",rules,rules/linux/process_creation/proc_creation_lnx_susp_interactive_bash.yml
proc_creation_lnx_clear_logs.yml,Linux Logs Clearing Attempts,medium,defense-impairment,T1685.006,rules,rules/linux/process_creation/proc_creation_lnx_clear_logs.yml
proc_creation_lnx_schedule_task_job_cron.yml,Scheduled Cron Task/Job - Linux,medium,"execution,persistence,privilege-escalation",T1053.003,rules,rules/linux/process_creation/proc_creation_lnx_schedule_task_job_cron.yml
proc_creation_lnx_usermod_susp_group.yml,User Added To Root/Sudoers Group Using Usermod,medium,"persistence,privilege-escalation",,rules,rules/linux/process_creation/proc_creation_lnx_usermod_susp_group.yml
proc_creation_lnx_mkfifo_named_pipe_creation_susp_location.yml,Potentially Suspicious Named Pipe Created Via Mkfifo,medium,execution,,rules,rules/linux/process_creation/proc_creation_lnx_mkfifo_named_pipe_creation_susp_location.yml
proc_creation_lnx_triple_cross_rootkit_execve_hijack.yml,Triple Cross eBPF Rootkit Execve Hijack,high,"privilege-escalation,stealth",,rules,rules/linux/process_creation/proc_creation_lnx_triple_cross_rootkit_execve_hijack.yml
proc_creation_lnx_bpftrace_unsafe_option_usage.yml,BPFtrace Unsafe Option Usage,medium,execution,T1059.004,rules,rules/linux/process_creation/proc_creation_lnx_bpftrace_unsafe_option_usage.yml
proc_creation_lnx_curl_wget_exec_tmp.yml,Suspicious Download and Execute Pattern via Curl/Wget,high,execution,"T1059.004,T1203",rules,rules/linux/process_creation/proc_creation_lnx_curl_wget_exec_tmp.yml
proc_creation_lnx_userdel.yml,User Has Been Deleted Via Userdel,medium,impact,T1531,rules,rules/linux/process_creation/proc_creation_lnx_userdel.yml
proc_creation_lnx_esxcli_permission_change_admin.yml,ESXi Admin Permission Assigned To Account Via ESXCLI,high,"execution,persistence,privilege-escalation","T1059.012,T1098",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_permission_change_admin.yml
proc_creation_lnx_susp_find_execution.yml,Potential Discovery Activity Using Find - Linux,medium,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_susp_find_execution.yml
proc_creation_lnx_omigod_scx_runasprovider_executescript.yml,OMIGOD SCX RunAsProvider ExecuteScript,high,"execution,initial-access,privilege-escalation","T1068,T1190,T1203",rules,rules/linux/process_creation/proc_creation_lnx_omigod_scx_runasprovider_executescript.yml
proc_creation_lnx_dd_file_overwrite.yml,DD File Overwrite,low,impact,T1485,rules,rules/linux/process_creation/proc_creation_lnx_dd_file_overwrite.yml
proc_creation_lnx_xterm_reverse_shell.yml,Potential Xterm Reverse Shell,medium,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_xterm_reverse_shell.yml
proc_creation_lnx_auditctl_clear_rules.yml,Audit Rules Deleted Via Auditctl,high,defense-impairment,T1685.004,rules,rules/linux/process_creation/proc_creation_lnx_auditctl_clear_rules.yml
proc_creation_lnx_system_info_discovery.yml,System Information Discovery,informational,discovery,T1082,rules,rules/linux/process_creation/proc_creation_lnx_system_info_discovery.yml
proc_creation_lnx_install_root_certificate.yml,Install Root Certificate,low,defense-impairment,T1553.004,rules,rules/linux/process_creation/proc_creation_lnx_install_root_certificate.yml
proc_creation_lnx_vim_shell_execution.yml,Vim GTFOBin Abuse - Linux,high,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_vim_shell_execution.yml
proc_creation_lnx_grep_os_arch_discovery.yml,OS Architecture Discovery Via Grep,low,discovery,T1082,rules,rules/linux/process_creation/proc_creation_lnx_grep_os_arch_discovery.yml
proc_creation_lnx_esxcli_user_account_creation.yml,ESXi Account Creation Via ESXCLI,medium,"execution,persistence","T1059.012,T1136",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_user_account_creation.yml
proc_creation_lnx_security_tools_disabling.yml,Disabling Security Tools,medium,defense-impairment,T1686,rules,rules/linux/process_creation/proc_creation_lnx_security_tools_disabling.yml
proc_creation_lnx_mkfifo_named_pipe_creation.yml,Named Pipe Created Via Mkfifo,low,execution,,rules,rules/linux/process_creation/proc_creation_lnx_mkfifo_named_pipe_creation.yml
proc_creation_lnx_esxcli_system_discovery.yml,ESXi System Information Discovery Via ESXCLI,medium,"discovery,execution","T1007,T1033,T1059.012",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_system_discovery.yml
proc_creation_lnx_susp_container_residence_discovery.yml,Container Residence Discovery Via Proc Virtual FS,low,discovery,T1082,rules,rules/linux/process_creation/proc_creation_lnx_susp_container_residence_discovery.yml
proc_creation_lnx_esxcli_vm_kill.yml,ESXi VM Kill Via ESXCLI,medium,"execution,impact","T1059.012,T1529",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_vm_kill.yml
proc_creation_lnx_susp_network_utilities_execution.yml,Linux Network Service Scanning Tools Execution,low,discovery,T1046,rules,rules/linux/process_creation/proc_creation_lnx_susp_network_utilities_execution.yml
proc_creation_lnx_python_pty_spawn.yml,Python Spawning Pretty TTY Via PTY Module,medium,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_python_pty_spawn.yml
proc_creation_lnx_esxcli_vsan_discovery.yml,ESXi VSAN Information Discovery Via ESXCLI,medium,"discovery,execution","T1007,T1033,T1059.012",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_vsan_discovery.yml
proc_creation_lnx_python_shell_os_system.yml,Inline Python Execution - Spawn Shell Via OS System Library,high,execution,T1059,rules,rules/linux/process_creation/proc_creation_lnx_python_shell_os_system.yml
proc_creation_lnx_setgid_setuid.yml,Setuid and Setgid,low,"persistence,privilege-escalation",T1548.001,rules,rules/linux/process_creation/proc_creation_lnx_setgid_setuid.yml
proc_creation_lnx_groupdel.yml,Group Has Been Deleted Via Groupdel,medium,impact,T1531,rules,rules/linux/process_creation/proc_creation_lnx_groupdel.yml
proc_creation_lnx_touch_susp.yml,Touch Suspicious Service File,medium,stealth,T1070.006,rules,rules/linux/process_creation/proc_creation_lnx_touch_susp.yml
proc_creation_lnx_proxy_connection.yml,Connection Proxy,low,command-and-control,T1090,rules,rules/linux/process_creation/proc_creation_lnx_proxy_connection.yml
proc_creation_lnx_dd_process_injection.yml,Potential Linux Process Code Injection Via DD Utility,medium,"privilege-escalation,stealth",T1055.009,rules,rules/linux/process_creation/proc_creation_lnx_dd_process_injection.yml
proc_creation_lnx_flock_shell_execution.yml,Shell Execution via Flock - Linux,high,discovery,T1083,rules,rules/linux/process_creation/proc_creation_lnx_flock_shell_execution.yml
proc_creation_lnx_omigod_scx_runasprovider_executeshellcommand.yml,OMIGOD SCX RunAsProvider ExecuteShellCommand,high,"execution,initial-access,privilege-escalation","T1068,T1190,T1203",rules,rules/linux/process_creation/proc_creation_lnx_omigod_scx_runasprovider_executeshellcommand.yml
proc_creation_lnx_susp_history_delete.yml,History File Deletion,high,impact,T1565.001,rules,rules/linux/process_creation/proc_creation_lnx_susp_history_delete.yml
proc_creation_lnx_nohup.yml,Nohup Execution,medium,execution,T1059.004,rules,rules/linux/process_creation/proc_creation_lnx_nohup.yml
proc_creation_lnx_susp_shell_script_exec_from_susp_location.yml,Execution Of Script Located In Potentially Suspicious Directory,medium,execution,,rules,rules/linux/process_creation/proc_creation_lnx_susp_shell_script_exec_from_susp_location.yml
proc_creation_lnx_susp_git_clone.yml,Suspicious Git Clone - Linux,medium,reconnaissance,T1593.003,rules,rules/linux/process_creation/proc_creation_lnx_susp_git_clone.yml
proc_creation_lnx_disable_ufw.yml,Ufw Force Stop Using Ufw-Init,medium,defense-impairment,T1686,rules,rules/linux/process_creation/proc_creation_lnx_disable_ufw.yml
proc_creation_lnx_file_deletion.yml,File Deletion,informational,stealth,T1070.004,rules,rules/linux/process_creation/proc_creation_lnx_file_deletion.yml
proc_creation_lnx_bash_interactive_shell.yml,Bash Interactive Shell,low,execution,,rules,rules/linux/process_creation/proc_creation_lnx_bash_interactive_shell.yml
proc_creation_lnx_wget_download_suspicious_directory.yml,Download File To Potentially Suspicious Directory Via Wget,medium,command-and-control,T1105,rules,rules/linux/process_creation/proc_creation_lnx_wget_download_suspicious_directory.yml
proc_creation_lnx_system_network_connections_discovery.yml,System Network Connections Discovery - Linux,low,discovery,T1049,rules,rules/linux/process_creation/proc_creation_lnx_system_network_connections_discovery.yml
proc_creation_lnx_base64_execution.yml,Linux Base64 Encoded Pipe to Shell,medium,stealth,T1140,rules,rules/linux/process_creation/proc_creation_lnx_base64_execution.yml
proc_creation_lnx_at_command.yml,Scheduled Task/Job At,low,"execution,persistence,privilege-escalation",T1053.002,rules,rules/linux/process_creation/proc_creation_lnx_at_command.yml
proc_creation_lnx_nohup_susp_execution.yml,Suspicious Nohup Execution,high,execution,,rules,rules/linux/process_creation/proc_creation_lnx_nohup_susp_execution.yml
proc_creation_lnx_iptables_flush_ufw.yml,Flush Iptables Ufw Chain,medium,defense-impairment,T1686,rules,rules/linux/process_creation/proc_creation_lnx_iptables_flush_ufw.yml
proc_creation_lnx_remote_system_discovery.yml,Linux Remote System Discovery,low,discovery,T1018,rules,rules/linux/process_creation/proc_creation_lnx_remote_system_discovery.yml
proc_creation_lnx_esxcli_storage_discovery.yml,ESXi Storage Information Discovery Via ESXCLI,medium,"discovery,execution","T1007,T1033,T1059.012",rules,rules/linux/process_creation/proc_creation_lnx_esxcli_storage_discovery.yml
proc_creation_lnx_susp_execution_tmp_folder.yml,Potentially Suspicious Execution From Tmp Folder,medium,stealth,T1036,rules,rules/linux/process_creation/proc_creation_lnx_susp_execution_tmp_folder.yml
proc_creation_lnx_mount_hidepid.yml,Mount Execution With Hidepid Parameter,medium,"credential-access,stealth",T1564,rules,rules/linux/process_creation/proc_creation_lnx_mount_hidepid.yml
proc_creation_lnx_susp_curl_fileupload.yml,Suspicious Curl File Upload - Linux,medium,"command-and-control,exfiltration","T1105,T1567",rules,rules/linux/process_creation/proc_creation_lnx_susp_curl_fileupload.yml
proc_creation_lnx_rsync_shell_spawn.yml,Suspicious Invocation of Shell via Rsync,high,execution,"T1059,T1203",rules,rules/linux/process_creation/proc_creation_lnx_rsync_shell_spawn.yml
proc_creation_lnx_susp_history_recon.yml,Print History File Contents,medium,reconnaissance,T1592.004,rules,rules/linux/process_creation/proc_creation_lnx_susp_history_recon.yml
proc_creation_lnx_susp_hktl_execution.yml,Linux HackTool Execution,high,"execution,resource-development",T1587,rules,rules/linux/process_creation/proc_creation_lnx_susp_hktl_execution.yml
proc_creation_lnx_chroot_execution.yml,Linux Sudo Chroot Execution,low,privilege-escalation,T1068,rules,rules/linux/process_creation/proc_creation_lnx_chroot_execution.yml
proc_creation_lnx_security_software_discovery.yml,Security Software Discovery - Linux,low,discovery,T1518.001,rules,rules/linux/process_creation/proc_creation_lnx_security_software_discovery.yml
